NodeID,Name,Type,Lat,Lon
16.0,"{""alt_name"":""\u7389\u5C4F\u53BF;\u7389\u5C4F"",""alt_name:en"":""Yuping County"",""alt_name:zh"":""\u7389\u5C4F\u53BF;\u7389\u5C4F"",""capital"":""6"",""name"":""\u7389\u5C4F\u53BF"",""name:en"":""Yuping"",""name:fr"":""Yuping"",""name:ko"":""\uC704\uD551\uD604"",""name:zh"":""\u7389\u5C4F\u53BF"",""name:zh-Hans"":""\u7389\u5C4F\u53BF"",""name:zh-Hant"":""\u7389\u5C4F\u7E23"",""official_name:zh-Hant"":""\u7389\u5C4F\u4F97\u65CF\u81EA\u6CBB\u7E23"",""place:CN"":""autonomous_county"",""population"":""50900"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q1200618""}",city,27.238922,108.903053
17.0,"{""alt_name"":""\u5409\u9996"",""alt_name:en"":""Jishou City"",""alt_name:zh"":""\u5409\u9996"",""capital"":""5"",""gns:ADM1"":""11"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1912858"",""gns:UNI"":""10070520"",""name"":""\u5409\u9996\u5E02"",""name:cs"":""\u0164i-\u0161ou"",""name:de"":""Jishou"",""name:en"":""Jishou"",""name:et"":""Jishou"",""name:eu"":""Jishou"",""name:fr"":""Jishou"",""name:it"":""Jishou"",""name:ja"":""\u5409\u9996\u5E02"",""name:ko"":""\uC9C0\uC11C\uC6B0\uC2DC"",""name:ru"":""\u0426\u0437\u0438\u0448\u043E\u0443"",""name:vi"":""C\u00E1t Th\u1EE7"",""name:zh"":""\u5409\u9996\u5E02"",""name:zh-Hans"":""\u5409\u9996\u5E02"",""name:zh-Hant"":""\u5409\u9996\u5E02"",""name:zh-Latn-pinyin"":""J\u00EDsh\u01D2u Sh\u00EC"",""place:CN"":""county-level_city"",""population"":""408812"",""population:date"":""2020-11-01"",""wikidata"":""Q1344702""}",city,28.265263,109.693863
18.0,"{""alt_name"":""\u53E4\u5DDE;\u6995\u6C5F\u53BF;\u53E4\u5DDE\u9547"",""alt_name:en"":""Guzhou"",""alt_name:zh"":""\u53E4\u5DDE;\u6995\u6C5F\u53BF;\u53E4\u5DDE\u9547"",""capital"":""6"",""name"":""\u6995\u6C5F\u53BF"",""name:en"":""Rongjiang"",""name:fr"":""Rongjiang"",""name:ko"":""\uB8FD\uC7A5\uD604"",""name:ru"":""\u0413\u0443\u0447\u0436\u043E\u0443"",""name:zh"":""\u6995\u6C5F\u53BF"",""name:zh-Hans"":""\u6995\u6C5F\u53BF"",""name:zh-Hant"":""\u6995\u6C5F\u7E23"",""name:zh-Latn-pinyin"":""g\u01D4zh\u014Du zh\u00E8n"",""place:CN"":""county"",""population"":""118700"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""source:name"":""GNS"",""wikidata"":""Q10913286"",""wikipedia"":""zh:\u6995\u6C5F\u53BF""}",city,25.93539,108.518242
19.0,"{""alt_name"":""\u9F99\u6CC9\u9547;\u9F99\u6CC9;\u4E39\u5BE8"",""alt_name:en"":""Pa-chai-hsien;Pa-chai;Tan-chai-hsien;Lung-ch'uan;Tan-chai;Longquan Zhen;Longquan"",""alt_name:zh"":""\u9F99\u6CC9\u9547;\u9F99\u6CC9;\u4E39\u5BE8"",""capital"":""6"",""name"":""\u4E39\u5BE8\u53BF"",""name:en"":""Danzhai"",""name:fr"":""Danzhai"",""name:ko"":""\uB2E8\uC790\uC774\uD604"",""name:zh"":""\u4E39\u5BE8\u53BF"",""name:zh-Hans"":""\u4E39\u5BE8\u53BF"",""name:zh-Hant"":""\u4E39\u5BE8\u7E23"",""place:CN"":""county"",""population"":""61800"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""source:name"":""GNS"",""wikidata"":""Q11181425"",""wikipedia"":""zh:\u9F99\u6CC9\u9547 (\u4E39\u5BE8\u53BF)""}",city,26.201599,107.792
21.0,"{""alt_name"":""\u7EB3\u96CD;Na-yung Hsien;Nayong Xian"",""name"":""\u7EB3\u96CD\u53BF"",""name:en"":""Nayong"",""name:ja"":""\u7D0D\u96CD\u770C"",""name:ko"":""\uB098\uC735\uD604"",""name:zh"":""\u7EB3\u96CD\u53BF"",""name:zh-Hant"":""\u7D0D\u96CD\u7E23"",""source:name"":""GNS""}",county,26.859146,105.253914
22.0,"{""capital"":""5"",""gns:ADM1"":""18"",""gns:DSG"":""ADM2"",""gns:UFI"":""-1939979"",""gns:UNI"":""10069278"",""name"":""\u9075\u4E49\u5E02"",""name:cs"":""Cun-i"",""name:de"":""Zunyi"",""name:en"":""Zunyi"",""name:et"":""Zunyi"",""name:eu"":""Zunyi"",""name:fr"":""Zunyi"",""name:ja"":""\u9075\u7FA9\u5E02"",""name:ko"":""\uCB4C\uC774\uC2DC"",""name:ml"":""\u0D38\u0D41\u0D7B\u0D2F\u0D3F"",""name:ru"":""\u0426\u0437\u0443\u043D\u044C\u0438"",""name:uk"":""\u0426\u0437\u0443\u043D\u044C\u0457"",""name:vi"":""Tu\u00E2n Ngh\u0129a"",""name:zh"":""\u9075\u4E49\u5E02"",""name:zh-Hans"":""\u9075\u4E49\u5E02"",""name:zh-Hant"":""\u9075\u7FA9\u5E02"",""name:zh-Latn-pinyin"":""Z\u016Bny\u00EC Sh\u00EC"",""place:CN"":""prefecture-level_city"",""population"":""6606675"",""population:date"":""2020-11-01"",""wikidata"":""Q28994""}",city,27.691296,106.915596
23.0,"{""capital"":""6"",""name"":""\u4F59\u5E86\u53BF"",""name:en"":""Yuqing"",""name:fr"":""Yuqing"",""name:ko"":""\uC704\uCE6D\uD604"",""name:zh"":""\u4F59\u5E86\u53BF"",""name:zh-Hans"":""\u4F59\u5E86\u53BF"",""name:zh-Hant"":""\u9918\u6176\u7E23"",""place:CN"":""county"",""population"":""105200"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q1200641"",""wikipedia"":""zh:\u4F59\u5E86\u53BF""}",city,27.226875,107.894745
24.0,"{""alt_name"":""\u8D64\u6C34;Chishui Shi;Chishui Xian;Ch'ih-shui Hsien"",""name"":""\u8D64\u6C34\u5E02"",""name:en"":""Chishui"",""name:ko"":""\uCE20\uC218\uC774\uC2DC"",""name:zh"":""\u8D64\u6C34\u5E02"",""source:name"":""GNS""}",county,28.487709,105.909508
25.0,"{""alt_name"":""\u4E60\u6C34"",""alt_name:en"":""Hsi-shui Hsien;Xishui Xian"",""alt_name:vi"":""T\u1EADp Thu\u1EF7"",""alt_name:zh"":""\u4E60\u6C34"",""capital"":""6"",""gns:ADM1"":""18"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1934372"",""gns:UNI"":""10069290"",""name"":""\u4E60\u6C34\u53BF"",""name:en"":""Xishui"",""name:eu"":""Xishui"",""name:fr"":""Xishui"",""name:ko"":""\uC2DC\uC218\uC774\uD604"",""name:vi"":""T\u1EADp Th\u1EE7y"",""name:zh"":""\u4E60\u6C34\u53BF"",""name:zh-Hans"":""\u4E60\u6C34\u53BF"",""name:zh-Hant"":""\u7FD2\u6C34\u7E23"",""old_name"":""\u9C3C\u6C34;\u9CDB\u6C34"",""place:CN"":""county"",""population"":""167300"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""source:name"":""GNS"",""wikidata"":""Q531259"",""wikipedia"":""zh:\u4E60\u6C34\u53BF""}",city,28.316198,106.215714
26.0,"{""alt_name"":""\u516D\u76D8\u6C34"",""alt_name:en"":""Liupanshui City"",""alt_name:zh"":""\u516D\u76D8\u6C34"",""capital"":""5"",""gns:ADM1"":""18"",""gns:DSG"":""ADM2"",""gns:UFI"":""-1917264"",""gns:UNI"":""10069333"",""name"":""\u516D\u76D8\u6C34\u5E02"",""name:cs"":""Liou-pchan-\u0161uej"",""name:de"":""Liupanshui"",""name:en"":""Liupanshui"",""name:et"":""Liupanshui"",""name:eu"":""Liupanshui"",""name:fr"":""Liupanshui"",""name:ja"":""\u516D\u76E4\u6C34\u5E02"",""name:ko"":""\uB958\uD310\uC218\uC774\uC2DC"",""name:ru"":""\u041B\u044E\u043F\u0430\u043D\u044C\u0448\u0443\u0439"",""name:vi"":""L\u1EE5c B\u00E0n Th\u1EE7y"",""name:zh"":""\u516D\u76D8\u6C34\u5E02"",""name:zh-Hans"":""\u516D\u76D8\u6C34\u5E02"",""name:zh-Hant"":""\u516D\u76E4\u6C34\u5E02"",""name:zh-Latn-pinyin"":""Li\u00F9p\u00E1nshu\u01D0 Sh\u00EC"",""place:CN"":""prefecture-level_city"",""population"":""2851180"",""population:date"":""2010-11-01"",""wikidata"":""Q485918""}",city,26.596378,104.827965
27.0,"{""capital"":""6"",""name"":""\u5A01\u5B81\u53BF"",""name:en"":""Weining"",""name:fr"":""Weining"",""name:ko"":""\uC6E8\uC774\uB2DD\uD604"",""name:zh"":""\u5A01\u5B81\u53BF"",""name:zh-Hans"":""\u5A01\u5B81\u53BF"",""name:zh-Hant"":""\u5A01\u5BE7\u7E23"",""official_name:zh-Hant"":""\u5A01\u5BE7\u5F5D\u65CF\u56DE\u65CF\u82D7\u65CF\u81EA\u6CBB\u7E23"",""place:CN"":""autonomous_county"",""population"":""255300"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q1200354"",""wikipedia"":""zh:\u5A01\u5B81\u53BF""}",city,26.863235,104.285912
28.0,"{""capital"":""6"",""gns:ADM1"":""18"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1933614"",""gns:UNI"":""10069292"",""name"":""\u5174\u4EC1\u5E02"",""name:en"":""Xingren"",""name:fr"":""Xingren"",""name:ko"":""\uC2F1\uB7F0\uC2DC"",""name:ru"":""\u0421\u0438\u043D\u0436\u0435\u043D\u044C"",""name:vi"":""H\u01B0ng Nh\u00E2n"",""name:zh"":""\u5174\u4EC1\u5E02"",""name:zh-Hans"":""\u5174\u4EC1\u5E02"",""name:zh-Hant"":""\u8208\u4EC1\u5E02"",""place:CN"":""county-level_city"",""population"":""173800"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""source:population"":""2022\u5E74\u57CE\u5E02\u5EFA\u8BBE\u7EDF\u8BA1\u5E74\u9274"",""wikidata"":""Q1200646"",""wikipedia"":""zh:\u5174\u4EC1\u5E02""}",city,25.435141,105.183952
31.0,"{""capital"":""6"",""gns:ADM1"":""18"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1914951"",""gns:UNI"":""10069337"",""name"":""\u8354\u6CE2\u53BF"",""name:en"":""Libo"",""name:fr"":""Libo"",""name:ko"":""\uB9AC\uBCF4\uD604"",""name:uk"":""\u041B\u0456\u0431\u043E"",""name:vi"":""L\u1EC7 Ba"",""name:zh"":""\u8354\u6CE2\u53BF"",""name:zh-Hans"":""\u8354\u6CE2\u53BF"",""name:zh-Hant"":""\u8354\u6CE2\u7E23"",""place:CN"":""county"",""population"":""64499"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q1200529"",""wikipedia"":""zh:\u8354\u6CE2\u53BF""}",city,25.427025,107.894943
34.0,"{""alt_name"":""\u76D8\u5DDE"",""alt_name:en"":""Panzhou"",""alt_name:zh"":""\u76D8\u5DDE"",""gns:ADM1"":""18"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1920800"",""gns:UNI"":""10069328"",""name"":""\u76D8\u5DDE\u5E02"",""name:en"":""Panzhou City"",""name:ko"":""\uD310\uC800\uC6B0\uC2DC"",""name:vi"":""B\u00E0n"",""name:zh"":""\u76D8\u5DDE\u5E02"",""name:zh-Hans"":""\u76D8\u5DDE\u5E02"",""name:zh-Hant"":""\u76E4\u5DDE\u5E02"",""name:zh-Latn-pinyin"":""p\u00E1nzh\u014Du sh\u00EC"",""old_name"":""\u76D8\u53BF;Pan County""}",county,25.8678,104.603104
35.0,"{""alt_name"":""\u9547\u96C4"",""alt_name:en"":""Zhenxiong County"",""alt_name:zh"":""\u9547\u96C4"",""capital"":""6"",""int_name"":""Zhenxiong"",""name"":""\u9547\u96C4\u53BF"",""name:en"":""Zhenxiong"",""name:fr"":""Zhenxiong"",""name:ja"":""\u93AE\u96C4\u770C"",""name:ko"":""\uC804\uC29D\uD604"",""name:ru"":""\u0427\u0436\u044D\u043D\u044C\u0441\u044E\u043D"",""name:zh"":""\u9547\u96C4\u53BF"",""name:zh-Hans"":""\u9547\u96C4\u53BF"",""name:zh-Hant"":""\u93AE\u96C4\u7E23"",""place:CN"":""county"",""population"":""289700"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q197751"",""wikipedia"":""zh:\u9547\u96C4\u53BF""}",city,27.434021,104.867767
36.0,"{""capital"":""6"",""name"":""\u91D1\u6C99\u53BF"",""name:en"":""Jinsha"",""name:eu"":""Jinsha"",""name:fr"":""Jinsha"",""name:ko"":""\uC9C4\uC0AC\uD604"",""name:zh"":""\u91D1\u6C99\u53BF"",""name:zh-Hans"":""\u91D1\u6C99\u53BF"",""name:zh-Hant"":""\u91D1\u6C99\u7E23"",""place:CN"":""county"",""population"":""179899"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q1200533"",""wikipedia"":""zh:\u91D1\u6C99\u53BF""}",city,27.462545,106.216721
38.0,"{""alt_name"":""\u82B1\u57A3"",""alt_name:en"":""Huayuan County"",""alt_name:zh"":""\u82B1\u57A3"",""gns:ADM1"":""11"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1910776"",""gns:UNI"":""10070523"",""name"":""\u82B1\u57A3\u53BF"",""name:en"":""Huayuan"",""name:ko"":""\uD654\uC704\uC548\uD604"",""name:vi"":""Hoa Vi\u00EAn"",""name:zh"":""\u82B1\u57A3\u53BF"",""name:zh-Hans"":""\u82B1\u57A3\u53BF"",""name:zh-Hant"":""\u82B1\u57A3\u7E23"",""name:zh-Latn-pinyin"":""Hu\u0101yu\u00E1n Xi\u00E0n"",""wikidata"":""Q1199405"",""wikipedia"":""zh:\u82B1\u57A3\u53BF""}",county,28.43428,109.418335
39.0,"{""alt_name"":""\u5BA3\u5A01"",""alt_name:en"":""Xuanwei City"",""alt_name:zh"":""\u5BA3\u5A01"",""capital"":""6"",""gns:ADM1"":""29"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1934693"",""gns:UNI"":""10073752"",""int_name"":""Xuanwei"",""name"":""\u5BA3\u5A01\u5E02"",""name:de"":""Xuanwei"",""name:en"":""Xuanwei"",""name:fr"":""Xuanwei"",""name:ja"":""\u5BA3\u5A01\u5E02"",""name:ko"":""\uC26C\uC548\uC6E8\uC774\uC2DC"",""name:ru"":""\u0416\u0443\u043D\u0447\u044D\u043D"",""name:th"":""\u0E40\u0E0B\u0E27\u0E35\u0E22\u0E19\u0E40\u0E27\u0E22\u0E4C"",""name:vi"":""Tuy\u00EAn Uy"",""name:zh"":""\u5BA3\u5A01\u5E02"",""name:zh-Hans"":""\u5BA3\u5A01\u5E02"",""name:zh-Hant"":""\u5BA3\u5A01\u5E02"",""name:zh-Latn-pinyin"":""Xu\u0101nw\u0113i Sh\u00EC"",""place:CN"":""county-level_city"",""population"":""297200"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""source:population"":""2022\u5E74\u57CE\u5E02\u5EFA\u8BBE\u7EDF\u8BA1\u5E74\u9274"",""wikidata"":""Q373629"",""wikipedia"":""zh:\u5BA3\u5A01\u5E02""}",city,26.231131,104.100029
41.0,"{""alt_name"":""\u5A01\u5B81"",""alt_name:en"":""Wei-ning-i-tsu-hui-tsu-miao-tsu Tzu-chih-hsien;Wei-ning Hsien;Wei-ning Yi-Hui-Miao Autonomous Hsien;Weining Yizu Huizu Miaozu Zizhixian"",""alt_name:zh"":""\u5A01\u5B81"",""gns:ADM1"":""18"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1930308"",""gns:UNI"":""10069296"",""name"":""\u5A01\u5B81\u5F5D\u65CF\u56DE\u65CF\u82D7\u65CF\u81EA\u6CBB\u53BF"",""name:en"":""Weining"",""name:ko"":""\uC6E8\uC774\uB2DD \uC774\uC871 \uD6C4\uC774\uC871 \uBA00\uC624\uC871 \uC790\uCE58\uD604"",""name:vi"":""Uy Ninh"",""name:zh"":""\u5A01\u5B81\u5F5D\u65CF\u56DE\u65CF\u82D7\u65CF\u81EA\u6CBB\u53BF"",""name:zh-Hans"":""\u5A01\u5B81\u5F5D\u65CF\u56DE\u65CF\u82D7\u65CF\u81EA\u6CBB\u53BF"",""name:zh-Hant"":""\u5A01\u5BE7\u5F5D\u65CF\u56DE\u65CF\u82D7\u65CF\u81EA\u6CBB\u7E23"",""name:zh-Latn-pinyin"":""Weining Yizu Huizu Miaozu Zizhixian"",""source:name"":""GNS""}",county,27.034901,104.067329
43.0,"{""capital"":""6"",""name"":""\u9EC4\u5E73\u53BF"",""name:en"":""Huangping"",""name:fr"":""Huangping"",""name:ko"":""\uD669\uD551\uD604"",""name:uk"":""\u0425\u0443\u0430\u043D\u043F\u0456\u043D"",""name:zh"":""\u9EC4\u5E73\u53BF"",""name:zh-Hans"":""\u9EC4\u5E73\u53BF"",""name:zh-Hant"":""\u9EC3\u5E73\u7E23"",""place:CN"":""county"",""population"":""106800"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q1200556"",""wikipedia"":""zh:\u9EC4\u5E73\u53BF""}",city,26.908815,107.912575
46.0,"{""alt_name"":""\u6850\u6893;Tongzi Xian;T'ung-tzu Hsien"",""name"":""\u6850\u6893\u53BF"",""name:en"":""Tongzi"",""name:ja"":""\u6850\u6893\u770C"",""name:ko"":""\uD241\uCBD4\uD604"",""name:zh"":""\u6850\u6893\u53BF"",""name:zh-Hant"":""\u6850\u6893\u7E23"",""source:name"":""GNS""}",county,28.418999,106.872261
47.0,"{""capital"":""6"",""gns:ADM1"":""18"",""gns:DSG"":""ADM3"",""gns:UFI"":""-1936587"",""gns:UNI"":""10069287"",""name"":""\u5370\u6C5F\u53BF"",""name:en"":""Yinjiang"",""name:fr"":""Yinjiang"",""name:ko"":""\uC778\uC7A5\uD604"",""name:uk"":""\u0407\u043D\u0446\u0437\u044F\u043D"",""name:vi"":""\u1EA4n Giang"",""name:zh"":""\u5370\u6C5F\u53BF"",""name:zh-Hans"":""\u5370\u6C5F\u53BF"",""name:zh-Hant"":""\u5370\u6C5F\u7E23"",""official_name"":""\u5370\u6C5F\u571F\u5BB6\u65CF\u82D7\u65CF\u81EA\u6CBB\u53BF"",""place:CN"":""autonomous_county"",""population"":""115200"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""short_name"":""\u5370\u6C5F\u53BF"",""wikidata"":""Q1153247"",""wikipedia"":""zh:\u5370\u6C5F\u53BF""}",city,27.996656,108.405685
48.0,"{""alt_name"":""\u7EC7\u91D1"",""alt_name:en"":""Zhijin County"",""alt_name:zh"":""\u7EC7\u91D1"",""capital"":""6"",""name"":""\u7EC7\u91D1\u53BF"",""name:en"":""Zhijin"",""name:fr"":""Zhijin"",""name:ja"":""\u7E54\u91D1\u770C"",""name:ko"":""\uC988\uC9C4\uD604"",""name:zh"":""\u7EC7\u91D1\u53BF"",""name:zh-Hans"":""\u7EC7\u91D1\u53BF"",""name:zh-Hant"":""\u7E54\u91D1\u7E23"",""place:CN"":""county"",""population"":""144500"",""population:date"":""2022"",""population:note"":""\u4EBA\u53E3\u4E3A\u57CE\u533A\u4EBA\u53E3"",""wikidata"":""Q197791"",""wikipedia"":""en:Zhijin County""}",city,26.667255,105.766693
